,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Solvent,CHEM21,CHEM21 Numerical,Molecular Weight,Boiling Point,Melting Point,Density,Viscosity,Vapour Pressure,Refractive Index,LogP,Dipole Moment,Dielectric Constant,Alpha,Beta,Pi,Dispersion,Polarity,H Bonding,Molar Volume,Functional Group,Grignard,Amide Coupling 1,Amide Coupling 2,Heck,Baylis-Hillman,Suzuki-Miyaura Pd,Suzuki-Miyaura Ni,Buchwald-Hartwig,Alkene Metathesis,SNAr,cost,Alternative Name,Unnamed
81,81.0,81.0,81.0,125.0,,Sulpholane,,,,285.0,,,,,,,,,0.0,0.3,0.96,,,,95.29738303,,,,,,,,,,,,,,
82,82.0,82.0,82.0,127.0,,Tertamyl methyl ether,,,,86.0,,,,,,,,,,,,15.2,4.5,2.5,132.6883117,,,,,,,,,,,,,,
83,83.0,83.0,83.0,129.0,,Tetrahydrofurfuryl alcohol,,,,178.0,,,,,,,,,,,,17.8,8.2,12.9,96.89753321,,,,,,,,,,,,,,
84,84.0,84.0,84.0,130.0,,Tetramethyloxolane ,,,,112.0,,,,,,,,,0.0,0.77,0.35,,,,159.9,,,,,,,,,,,,,TMO,
85,85.0,85.0,85.0,132.0,,Triacetin,,,,258.0,,,,,,,,,0.0,0.45,0.62,,,,188.1034483,,,,,,,,,,,,,,
86,86.0,86.0,86.0,133.0,,Triethylamine,,,,89.0,,,,,,,,,0.0,0.71,0.14,15.5,0.4,1.0,139.3801653,,,,,,,,,,,,,,
87,87.0,87.0,87.0,134.0,,Turpentine,,,,156.0,,,,,,,,,0.0,0.0,0.11,,,,158.7762238,,,,,,,,,,,,,pinene,
88,88.0,88.0,0.0,,,3-methoxybutan-1-ol,#9ACD32,9.0,"104,,",157.0,,,2.28,0.908,1.408,0.002,,,,,,15.3,5.4,13.6,113.2,,,,,,,,,,,,,,
89,89.0,89.0,0.0,,,3-pentanone,#9ACD32,10.0,"86,,",101.9,,,0.45,37.653,1.392,0.85,,,,,,15.8,7.6,4.7,106.4,,,,,,,,,,,,,,
90,90.0,90.0,0.0,,,4-methylpentan-2-one,#9ACD32,9.0,"100,,",116.5,,,0.54,19.877,13.962,1.19,,,,,,15.3,6.1,4.1,125.8,,,,,,,,,,,,,,
91,91.0,91.0,0.0,,,Benzyl acetate,#FFD700,9.0,"150,,",213.0,,,2.3,0.18,1.501,2.0,,,,,,18.3,5.7,6.0,143.7,,,,,,,,,,,,,,
92,92.0,92.0,0.0,,,Butyl formate,#FFD700,12.0,"102,,",107.0,,,30.0,28.9,1.391,1.32,,,,,,15.7,6.5,9.2,115.2,,,,,,,,,,,,,,
93,93.0,93.0,0.0,,,cyclohexanol,#9ACD32,8.0,"100,,",161.0,,,57.5,1.0,1.465,13.114,,,,,,17.4,4.1,13.5,105.7,,,,,,,,,,,,,,
94,94.0,94.0,0.0,,,decanol,#FFD700,9.0,"158,,",231.1,,,10.99,0.008,1.439,4.11,,,,,,16.0,4.7,10.5,191.8,,,,,,,,,,,,,,
95,95.0,95.0,0.0,,,Dibenzyl ether,#FFD700,9.0,"198,,",295.0,,,3.71,0.001,154.057,3.4,,,,,,17.4,3.7,7.4,190.6,,,,,,,,,,,,,,
96,96.0,96.0,0.0,,,Dibutyl ether,#FFD700,10.0,"130,,",140.0,,,0.69,6.01,13.992,3.21,,,,,,15.2,3.4,3.2,170.4,,,,,,,,,,,,,,
97,97.0,97.0,0.0,,,dibutylsuccinate,#FFD700,9.0,"230,,",274.5,,,4.0,0.016,14.273,24.532,,,,,,16.1,7.7,8.8,238.3,,,,,,,,,,,,,,
98,98.0,98.0,0.0,,,Diisopropyl ether,#FF6347,17.0,"102,,",68.0,,,0.38,149.262,1.368,1.52,,,,,,13.7,3.2,2.3,141.8,,,,,,,,,,,,,,
99,99.0,99.0,0.0,,,Ethyl butyrate,#9ACD32,8.0,"116,,",121.5,,,0.63,14.476,1.392,1.7,,,,,,15.5,5.6,5.0,132.9,,,,,,,,,,,,,,
100,100.0,100.0,0.0,,,Ethyl cyclopentane,#FFD700,11.0,"98,,",103.0,,,0.535,38.0,1.426,3.85,,,,,,16.5,1.2,2.0,125.6,,,,,,,,,,,,,,
101,101.0,101.0,0.0,,,ethyl isopropyl ketone,#FFD700,11.0,"100,,",113.5,,,0.45,18.076,1.397,1.331,,,,,,16.0,7.6,4.7,124.9,,,,,,,,,,,,,,
102,102.0,102.0,0.0,,,Ethyl lactate,#FFD700,12.0,"118,",154.0,,,2.4,1.163,14.124,0.06,,,,,,16.0,7.6,12.5,112.6,,,,,,,,,,,,,,
103,103.0,103.0,0.0,,,Ethyl propionate,#FFD700,11.0,"102,,",99.1,,,0.5,35.928,1.381,1.21,,,,,,15.5,6.1,4.9,115.6,,,,,,,,,,,,,,
104,104.0,104.0,0.0,,,ethylene carbonate,#FFD700,10.0,"88,,",248.0,,,1.93,0.01,1.416,0.34,,,,,,18.0,21.7,5.1,66.0,,,,,,,,,,,,,,
105,105.0,105.0,0.0,,,n-Hexyl acetate,#9ACD32,9.0,"144,",171.5,,,1.05,1.32,1.409,2.87,,,,,,15.8,2.9,5.9,166.1,,,,,,,,,,,,,,
106,106.0,106.0,0.0,,,Isobutyl acetate,#9ACD32,9.0,"116,,",116.5,,,0.69,17.776,1.4,1.72,,,,,,15.1,3.7,6.3,133.8,,,,,,,,,,,,,,
107,107.0,107.0,0.0,,,isopropylacetate,#9ACD32,10.0,"102,,",88.6,,,0.56,60.38,13.773,1.03,,,,,,14.9,4.5,8.2,117.6,,,,,,,,,,,,,,
108,108.0,108.0,0.0,,,Lactic acid butyl ester,#9ACD32,8.0,"146,",186.0,,,5.63,0.17,1.42,0.98,,,,,,15.8,6.5,10.2,149.0,,,,,,,,,,,,,,
109,109.0,109.0,0.0,,,Methyl acetate,#FFD700,13.0,"74,,",57.4,,,0.364,21.602,13.614,0.18,,,,,,15.5,7.2,7.6,79.8,,,,,,,,,,,,,,
110,110.0,110.0,0.0,,,Methyl amyl acetate,#9ACD32,10.0,"144,,",147.5,,,0.98,28.802,1.409,19.841,,,,,,15.2,3.1,6.8,167.4,,,,,,,,,,,,,,
111,111.0,111.0,0.0,,,Methyl isopropyl ketone,#9ACD32,10.0,"86,,",94.0,,,0.454,52.714,1.388,0.84,,,,,,15.8,6.8,5.0,107.8,,,,,,,,,,,,,,
112,112.0,112.0,0.0,,,Methyl laurate,#FFD700,9.0,"214,,",267.0,,,3.0,0.004,1.432,5.41,,,,,,16.1,3.6,4.2,247.2,,,,,,,,,,,,,,
113,113.0,113.0,0.0,,,Methylcyclohexane,#FFD700,15.0,"98,,",100.93,,,0.679,46.35,14.231,3.88,,,,,,16.0,0.0,1.0,128.2,,,,,,,,,,,,,,
114,114.0,114.0,0.0,,,n-Butyl Acetate,#9ACD32,9.0,"116,,",126.4,,,0.6,11.498,13.941,1.81,,,,,,15.8,3.7,6.3,132.6,,,,,,,,,,,,,,
115,115.0,115.0,0.0,,,n-Butyl Propionate,#9ACD32,9.0,"130,,",146.4,,,0.78,3.44,1.401,2.34,,,,,,15.7,5.5,5.9,149.3,,,,,,,,,,,,,,
116,116.0,116.0,0.0,,,n-pentyl propionate,#9ACD32,9.0,"144,,",169.0,,,1.0,3.6,1.41,2.823,,,,,,15.8,5.2,5.7,165.3,,,,,,,,,,,,,,
117,117.0,117.0,0.0,,,octanol,#9ACD32,8.0,"130,,",195.1,,,7.31,0.08,1.427,2.8,,,,,,16.0,5.0,11.9,158.2,,,,,,,,,,,,,,
118,118.0,118.0,0.0,,,o-xylene,#FFD700,11.0,"106,,",144.5,,,0.76,6.608,1.503,3.12,,,,,,17.8,1.0,3.1,121.1,,,,,,,,,,,,,,
119,119.0,119.0,0.0,,,R-limonene (+) (D),#FFD700,13.0,"136,,",176.0,,,0.923,1.98,1.47,4.57,,,,,,16.5,0.6,0.0,162.9,,,,,,,,,,,,,,
120,120.0,120.0,0.0,,,tert-Amyl methyl ether,#9ACD32,11.0,"102,,",86.3,,,0.46,75.2,13.862,1.55,,,,,,15.2,4.5,2.5,136.1,,,,,,,,,,,,,,
121,0.0,,,,,"1,1,1-Trichloroethane",,,,,,,,,,,,,0.0,0.0,0.49,17.0,4.3,2.0,100.4,,,,,,,,,,,,,,
122,0.0,,,,,"1,1,2,2-Tetrachloroethane",,,,,,,,,,,,,0.0,0.0,0.95,18.8,5.1,9.4,105.2,,,,,,,,,,,,,,
123,0.0,,,,,"1,1-Dichloroethane",,,,,,,,,,,,,0.1,0.1,0.48,16.6,8.2,0.4,84.8,,,,,,,,,,,,,,
124,0.0,,,,,"1,1-Dichloroethylene",,,,,,,,,,,,,,,,17.0,6.8,4.5,79.0,,,,,,,,,,,,,,
125,0.0,,,,,"1,2,3,4-Tetrahydronaphthalene",,,,,,,,,,,,,,,,19.6,2.0,2.9,136.0,,,,,,,,,,,,,,
126,0.0,,,,,"1,2-Dibromoethane",,,,,,,,,,,,,0.0,0.0,0.75,19.6,6.8,12.1,87.0,,,,,,,,,,,,,,
127,0.0,,,,,"1,2-Dichlorobenzene",,,,,,,,,,,,,0.0,0.03,0.8,19.2,6.3,3.3,112.8,,,,,,,,,,,,,,
128,0.0,,,,,"1,3-Dimethylcyclohexane",,,,,,,,,,,,,,,,16.1,0.0,1.1,140.0,,,,,,,,,,,,,,
129,0.0,,,,,"1,3-Dioxolane",,,,,,,,,,,,,0.0,0.45,0.69,18.1,6.6,9.3,69.9,,,,,,,,,,,,,,
130,0.0,,,,,"1,4-Diethylbenzene",,,,,,,,,,,,,,,,18.0,0.0,0.6,156.9,,,,,,,,,,,,,,
131,0.0,,,,,"1,4-Dioxane",,,,,,,,,,,,,,,,19.0,1.8,7.4,85.7,,,,,,,,,,,,,,
132,0.0,,,,,1-Chlorobutane,,,,,,,,,,,,,0.0,0.0,0.39,16.4,5.5,2.0,104.9,,,,,,,,,,,,,,
133,0.0,,,,,1-Chloropropane,,,,,,,,,,,,,,,,16.0,7.8,2.0,88.1,,,,,,,,,,,,,,
134,0.0,,,,,1-Decanol,,,,,,,,,,,,,,,,17.6,2.7,10.0,191.8,,,,,,,,,,,,,,
135,0.0,,,,,1-MethoxY-2-Propanol,,,,,,,,,,,,,,,,15.6,6.3,11.6,98.2,,,,,,,,,,,,,,
136,0.0,,,,,1-MethyL-2-Pyrrolidinone,,,,,,,,,,,,,,,,18.0,12.3,7.2,96.6,,,,,,,,,,,,,,
137,0.0,,,,,1-Methylnaphthalene,,,,,,,,,,,,,,,,20.6,0.8,4.7,138.8,,,,,,,,,,,,,,
138,0.0,,,,,1-Octanol,,,,,,,,,,,,,,,,17.0,3.3,11.9,157.7,,,,,,,,,,,,,,
139,0.0,,,,,1-PhenoxY-2-Propanol,,,,,,,,,,,,,,,,17.4,5.3,11.5,143.2,,,,,,,,,,,,,,
140,0.0,,,,,1-Propanol,,,,,,,,,,,,,,,,16.0,6.8,17.4,75.2,,,,,,,,,,,,,,
141,0.0,,,,,1-Tridecanol,,,,,,,,,,,,,,,,14.3,3.1,9.0,242.0,,,,,,,,,,,,,,
142,0.0,,,,,"2,2-ButoxyethoxyEthylAcetate",,,,,,,,,,,,,,,,16.0,4.1,8.2,208.2,,,,,,,,,,,,,,
143,0.0,,,,,"2,6-DimethyL-4-Heptanone",,,,,,,,,,,,,,,,16.0,3.7,4.1,177.1,,,,,,,,,,,,,,
144,0.0,,,,,2-Butanol,,,,,,,,,,,,,0.69,0.8,0.4,15.8,5.7,14.5,92.0,,,,,,,,,,,,,,
145,0.0,,,,,2-Butanol,,,,,,,,,,,,,0.69,0.8,0.4,15.1,5.7,16.0,92.8,,,,,,,,,,,,,,
146,0.0,,,,,2-Butanone,,,,,,,,,,,,,0.06,0.48,0.67,16.0,9.0,5.1,90.1,,,,,,,,,,,,,,
147,0.0,,,,,2-ButoxyethylAcetate,,,,,,,,,,,,,,,,15.3,7.5,6.8,171.2,,,,,,,,,,,,,,
148,0.0,,,,,2-ChloroethylEther,,,,,,,,,,,,,,,,18.8,9.0,5.7,117.6,,,,,,,,,,,,,,
149,0.0,,,,,2-Ethoxyethanol,,,,,,,,,,,,,,,,16.2,9.2,14.3,97.8,,,,,,,,,,,,,,
150,0.0,,,,,2-EthoxyethylAcetate,,,,,,,,,,,,,,,,16.0,4.7,10.6,136.2,,,,,,,,,,,,,,
151,0.0,,,,,2-Furaldehyde,,,,,,,,,,,,,,,,18.6,14.9,5.1,83.2,,,,,,,,,,,,,,
152,0.0,,,,,2-MethyL-1-Propanol,,,,,,,,,,,,,,,,15.1,5.7,15.9,92.9,,,,,,,,,,,,,,
153,0.0,,,,,2-Nitropropane,,,,,,,,,,,,,,,,16.2,12.1,4.1,86.9,,,,,,,,,,,,,,
154,0.0,,,,,2-Octanol,,,,,,,,,,,,,,,,16.2,4.9,11.0,159.1,,,,,,,,,,,,,,
155,0.0,,,,,2-Pentanone,,,,,,,,,,,,,0.0,0.52,0.65,16.0,7.6,4.7,107.3,,,,,,,,,,,,,,
156,0.0,,,,,2-Propanol,,,,,,,,,,,,,0.76,0.84,0.48,15.8,6.1,16.4,76.8,,,,,,,,,,,,,,
157,0.0,,,,,2-Pyrrolidinone,,,,,,,,,,,,,,,,19.4,17.4,11.3,76.0,,,,,,,,,,,,,,
158,0.0,,,,,3-ChlorO-1-Propanol,,,,,,,,,,,,,,,,17.6,5.7,14.7,84.2,,,,,,,,,,,,,,
159,0.0,,,,,3-Hexanol,,,,,,,,,,,,,,,,15.8,4.3,13.5,123.2,,,,,,,,,,,,,,
160,0.0,,,,,3-Hydroxypropionitrile,,,,,,,,,,,,,,,,17.2,18.8,17.6,68.3,,,,,,,,,,,,,,
161,0.0,,,,,3-MethyL-1-Butanol,,,,,,,,,,,,,,,,15.8,5.2,13.3,109.3,,,,,,,,,,,,,,
162,0.0,,,,,3-Pentanone,,,,,,,,,,,,,0.0,0.45,0.72,15.8,7.6,4.7,106.4,,,,,,,,,,,,,,
163,0.0,,,,,4-HydroxY-4-Methyl-2-Pentanone,,,,,,,,,,,,,,,,15.8,8.2,10.8,124.2,,,,,,,,,,,,,,
164,0.0,,,,,"4-Hydroxymethyl-1,3-Dioxolan-2-One",,,,,,,,,,,,,,,,17.9,25.5,17.4,83.2,,,,,,,,,,,,,,
165,0.0,,,,,4-MethyL-2-Pentanol,,,,,,,,,,,,,,,,15.3,3.3,12.3,127.2,,,,,,,,,,,,,,
166,0.0,,,,,4-MethyL-2-Pentanone,,,,,,,,,,,,,,,,15.3,6.1,4.1,125.8,,,,,,,,,,,,,,
167,0.0,,,,,4-Octanol,,,,,,,,,,,,,,,,16.0,3.3,11.9,157.0,,,,,,,,,,,,,,
168,0.0,,,,,5-MethyL-2-Hexanone,,,,,,,,,,,,,,,,16.0,5.7,4.1,142.8,,,,,,,,,,,,,,
169,0.0,,,,,Acetaldehyde,,,,,,,,,,,,,,,,14.7,8.0,11.3,57.1,,,,,,,,,,,,,,
170,0.0,,,,,Acetophenone,,,,,,,,,,,,,0.04,0.49,0.9,19.6,8.6,3.7,117.4,,,,,,,,,,,,,,
171,0.0,,,,,AcetylChloride,,,,,,,,,,,,,,,,15.8,10.6,3.9,71.0,,,,,,,,,,,,,,
172,0.0,,,,,Acrylonitrile,,,,,,,,,,,,,,,,16.4,17.4,6.8,67.1,,,,,,,,,,,,,,
173,0.0,,,,,AllylAlcohol,,,,,,,,,,,,,,,,16.2,10.8,16.8,68.4,,,,,,,,,,,,,,
174,0.0,,,,,AmylAlcohol,,,,,,,,,,,,,,,,16.0,4.5,13.9,109.0,,,,,,,,,,,,,,
175,0.0,,,,,Benzaldehyde,,,,,,,,,,,,,,,,19.4,7.4,5.3,101.5,,,,,,,,,,,,,,
176,0.0,,,,,BenzoicAcid,,,,,,,,,,,,,,,,18.2,7.0,9.8,100.0,,,,,,,,,,,,,,
177,0.0,,,,,Benzonitrile,,,,,,,,,,,,,0.0,0.37,0.9,17.4,9.0,3.3,102.6,,,,,,,,,,,,,,
178,0.0,,,,,BenzylAlcohol,,,,,,,,,,,,,,,,18.4,6.3,13.7,103.6,,,,,,,,,,,,,,
179,0.0,,,,,BenzylBenzoate,,,,,,,,,,,,,,,,20.0,5.1,5.2,190.3,,,,,,,,,,,,,,
180,0.0,,,,,BenzylButylPhthalate,,,,,,,,,,,,,,,,19.0,11.3,3.1,306.0,,,,,,,,,,,,,,
181,0.0,,,,,BenzylEther,,,,,,,,,,,,,,,,17.4,3.7,7.4,192.7,,,,,,,,,,,,,,
182,0.0,,,,,Biphenyl,,,,,,,,,,,,,,,,21.5,1.0,2.0,154.1,,,,,,,,,,,,,,
183,0.0,,,,,BiS-2-ChloroisopropylEther,,,,,,,,,,,,,,,,19.0,8.2,5.1,146.0,,,,,,,,,,,,,,
184,0.0,,,,,Bromobenzene,,,,,,,,,,,,,0.0,0.06,0.79,20.5,5.5,4.1,105.3,,,,,,,,,,,,,,
185,0.0,,,,,Bromochloromethane,,,,,,,,,,,,,,,,17.4,5.7,3.5,65.0,,,,,,,,,,,,,,
186,0.0,,,,,Bromoethane,,,,,,,,,,,,,,,,16.6,8.0,5.1,76.9,,,,,,,,,,,,,,
187,0.0,,,,,Bromoform,,,,,,,,,,,,,,,,21.5,4.1,6.1,87.5,,,,,,,,,,,,,,
188,0.0,,,,,Bromotrifluoromethane,,,,,,,,,,,,,,,,9.6,2.5,0.0,97.0,,,,,,,,,,,,,,
189,0.0,,,,,Butoxypropanol,,,,,,,,,,,,,,,,15.3,4.5,9.2,132.0,,,,,,,,,,,,,,
190,0.0,,,,,ButylAcetate,,,,,,,,,,,,,,,,15.8,3.7,6.3,132.5,,,,,,,,,,,,,,
191,0.0,,,,,Butylamine,,,,,,,,,,,,,0.0,0.72,0.31,16.2,4.5,8.0,99.0,,,,,,,,,,,,,,
192,0.0,,,,,ButylBenzoate,,,,,,,,,,,,,,,,18.3,5.6,5.5,178.1,,,,,,,,,,,,,,
193,0.0,,,,,ButylLactate,,,,,,,,,,,,,,,,15.8,6.5,10.2,149.0,,,,,,,,,,,,,,
194,0.0,,,,,ButylPropionate,,,,,,,,,,,,,,,,15.7,5.5,5.9,149.3,,,,,,,,,,,,,,
195,0.0,,,,,ButylStearate,,,,,,,,,,,,,,,,14.5,3.7,3.5,382.0,,,,,,,,,,,,,,
196,0.0,,,,,Butyraldehyde,,,,,,,,,,,,,,,,14.7,5.3,7.0,88.5,,,,,,,,,,,,,,
197,0.0,,,,,ButyricAcid,,,,,,,,,,,,,,,,14.9,4.1,10.6,110.0,,,,,,,,,,,,,,
198,0.0,,,,,Butyronitrile,,,,,,,,,,,,,,,,15.3,12.5,5.1,87.0,,,,,,,,,,,,,,
199,0.0,,,,,Caprolactone,,,,,,,,,,,,,,,,19.7,15.0,7.4,110.8,,,,,,,,,,,,,,
200,0.0,,,,,Chlorodifluoromethane,,,,,,,,,,,,,,,,12.3,6.3,5.7,72.9,,,,,,,,,,,,,,
201,0.0,,,,,Chloromethane,,,,,,,,,,,,,,,,15.3,6.1,3.9,55.4,,,,,,,,,,,,,,
202,0.0,,,,,Cyanol,,,,,,,,,,,,,,,,19.4,5.1,10.2,91.5,,,,,,,,,,,,,,
203,0.0,,,,,Cyclohexanol,,,,,,,,,,,,,0.66,0.84,0.45,17.4,4.1,13.5,106.0,,,,,,,,,,,,,,
204,0.0,,,,,Cyclohexylamine,,,,,,,,,,,,,,,,17.4,3.1,6.5,115.2,,,,,,,,,,,,,,
205,0.0,,,,,DibutylPhthalate,,,,,,,,,,,,,,,,17.8,8.6,4.1,266.0,,,,,,,,,,,,,,
206,0.0,,,,,DibutylSebacate,,,,,,,,,,,,,,,,13.9,4.5,4.1,339.0,,,,,,,,,,,,,,
207,0.0,,,,,Dichlorofluoromethane,,,,,,,,,,,,,,,,15.8,3.1,5.7,75.4,,,,,,,,,,,,,,
208,0.0,,,,,Dichlorofluoromethane,,,,,,,,,,,,,,,,12.3,2.0,0.0,92.3,,,,,,,,,,,,,,
209,0.0,,,,,Diethylamine,,,,,,,,,,,,,0.3,0.7,0.24,14.9,2.3,6.1,103.2,,,,,,,,,,,,,,
210,0.0,,,,,DiethylCarbonate,,,,,,,,,,,,,,,,16.6,3.1,6.1,121.0,,,,,,,,,,,,,,
211,0.0,,,,,DiethyleneGlycolButylEther,,,,,,,,,,,,,,,,16.0,7.0,10.6,170.6,,,,,,,,,,,,,,
212,0.0,,,,,DiethyleneGlycolDimethylEther,,,,,,,,,,,,,,,,15.8,6.1,9.2,142.0,,,,,,,,,,,,,,
213,0.0,,,,,DiethyleneGlycolMethylEther,,,,,,,,,,,,,,,,16.2,7.8,12.7,118.0,,,,,,,,,,,,,,
214,0.0,,,,,DiethyleneGlycolMonoethylEther,,,,,,,,,,,,,,,,16.2,9.2,12.3,130.9,,,,,,,,,,,,,,
215,0.0,,,,,Diethylenetriamine,,,,,,,,,,,,,,,,16.8,13.3,14.3,108.0,,,,,,,,,,,,,,
216,0.0,,,,,DiethylPhthalate,,,,,,,,,,,,,,,,17.6,9.6,4.5,198.0,,,,,,,,,,,,,,
217,0.0,,,,,DiethylSulfate,,,,,,,,,,,,,,,,15.8,14.7,7.2,131.5,,,,,,,,,,,,,,
218,0.0,,,,,DiethylSulfide,,,,,,,,,,,,,,,,17.0,3.1,2.0,108.2,,,,,,,,,,,,,,
219,0.0,,,,,DiisopropylEther,,,,,,,,,,,,,,,,15.1,3.2,3.2,141.8,,,,,,,,,,,,,,
220,0.0,,,,,DimethylPhthalate,,,,,,,,,,,,,,,,18.6,10.8,4.9,163.0,,,,,,,,,,,,,,
221,0.0,,,,,DimethylSulfone,,,,,,,,,,,,,,,,19.0,19.4,12.3,75.0,,,,,,,,,,,,,,
222,0.0,,,,,DimethylSulfoxide,,,,,,,,,,,,,,,,18.4,16.4,10.2,71.3,,,,,,,,,,,,,,
223,0.0,,,,,DiNOctylPhthalate,,,,,,,,,,,,,,,,16.6,7.0,3.1,277.0,,,,,,,,,,,,,,
224,0.0,,,,,Dipropylamine,,,,,,,,,,,,,,,,15.3,1.4,4.1,136.9,,,,,,,,,,,,,,
225,0.0,,,,,DipropyleneGlycol,,,,,,,,,,,,,,,,16.5,10.6,17.7,131.8,,,,,,,,,,,,,,
226,0.0,,,,,DiPropyleneGlycolButylEther,,,,,,,,,,,,,,,,15.7,6.5,10.0,211.2,,,,,,,,,,,,,,
227,0.0,,,,,DLLimonene,,,,,,,,,,,,,,,,17.2,1.8,4.3,162.9,,,,,,,,,,,,,,
228,0.0,,,,,DowanolDpm,,,,,,,,,,,,,,,,15.5,5.7,11.2,156.1,,,,,,,,,,,,,,
229,0.0,,,,,Epichlorohydrin,,,,,,,,,,,,,,,,19.0,10.2,3.7,79.9,,,,,,,,,,,,,,
230,0.0,,,,,Ethanethiol,,,,,,,,,,,,,,,,15.8,6.5,7.2,74.3,,,,,,,,,,,,,,
231,0.0,,,,,Ethanolamine,,,,,,,,,,,,,,,,15.8,8.8,19.4,58.5,,,,,,,,,,,,,,
232,0.0,,,,,Ethanolamine,,,,,,,,,,,,,,,,17.2,15.5,21.3,60.2,,,,,,,,,,,,,,
233,0.0,,,,,Ethylbenzene,,,,,,,,,,,,,,,,17.8,0.6,1.4,123.1,,,,,,,,,,,,,,
234,0.0,,,,,EthylChloroformate,,,,,,,,,,,,,,,,15.5,10.0,6.8,95.6,,,,,,,,,,,,,,
235,0.0,,,,,EthylCinnamate,,,,,,,,,,,,,,,,18.4,8.2,4.1,166.8,,,,,,,,,,,,,,
236,0.0,,,,,EthyleneCarbonate,,,,,,,,,,,,,,,,19.4,21.7,5.1,66.0,,,,,,,,,,,,,,
237,0.0,,,,,Ethylenediamine,,,,,,,,,,,,,,,,16.6,8.8,17.0,67.3,,,,,,,,,,,,,,
238,0.0,,,,,EthyleneGlycol,,,,,,,,,,,,,,,,17.0,11.0,26.0,55.9,,,,,,,,,,,,,,
239,0.0,,,,,EthyleneGlycolButylEther,,,,,,,,,,,,,,,,16.0,5.1,12.3,131.6,,,,,,,,,,,,,,
